deck	split	colors	main_colors	player_wr_bucket
FDN_top_05079_WB	train	WB	WB	0.62
FDN_top_05080_BG	train	BG	BG	0.62
FDN_top_05081_UBpG	train	UB+G	UB	0.6
FDN_top_05082_UB	train	UB	UB	0.6
FDN_top_05083_BR	train	BR	BR	0.6
FDN_top_05084_WB	train	WB	WB	0.6
FDN_top_05085_RG	train	RG	RG	0.6
FDN_top_05086_BGpU	train	BG+U	BG	0.62
FDN_top_05087_UR	train	UR	UR	0.62
FDN_top_05088_WR	train	WR	WR	0.78
FDN_top_05089_UBG	train	UBG	UBG	0.62
FDN_top_05090_UBG	train	UBG	UBG	0.62
FDN_top_05091_UBpG	train	UB+G	UB	0.64
FDN_top_05092_UG	train	UG	UG	0.6
FDN_top_05093_WB	eval	WB	WB	0.64
FDN_top_05094_WB	eval	WB	WB	0.64
FDN_top_05095_UB	train	UB	UB	0.6
FDN_top_05096_BG	train	BG	BG	0.6
FDN_top_05097_UB	train	UB	UB	0.64
FDN_top_05098_WB	train	WB	WB	0.68
FDN_top_05099_WB	train	WB	WB	0.68
FDN_top_05100_WB	train	WB	WB	0.68
FDN_top_05101_WU	train	WU	WU	0.62
FDN_top_05102_WB	train	WB	WB	0.64
FDN_top_05103_WB	train	WB	WB	0.64
FDN_top_05104_WB	train	WB	WB	0.64
FDN_top_05105_BR	train	BR	BR	0.68
FDN_top_05106_BR	train	BR	BR	0.68
FDN_top_05107_BR	train	BR	BR	0.62
FDN_top_05108_UB	train	UB	UB	0.6
FDN_top_05109_UB	train	UB	UB	0.62
FDN_top_05110_WB	eval	WB	WB	0.62
FDN_top_05111_UB	train	UB	UB	0.6
FDN_top_05112_WBpU	train	WB+U	WB	0.66
FDN_top_05113_UBpR	train	UB+R	UB	0.64
FDN_top_05114_WB	train	WB	WB	0.62
FDN_top_05115_WB	train	WB	WB	0.62
FDN_top_05116_WR	train	WR	WR	0.66
FDN_top_05117_WU	train	WU	WU	0.66
FDN_top_05118_WR	train	WR	WR	0.6
FDN_top_05119_WBpG	eval	WB+G	WB	0.62
FDN_top_05120_UBG	train	UBG	UBG	0.76
FDN_top_05121_UBG	train	UBG	UBG	0.76
FDN_top_05122_UG	train	UG	UG	0.6
FDN_top_05123_UG	train	UG	UG	0.62
FDN_top_05124_RG	train	RG	RG	0.62
FDN_top_05125_UB	train	UB	UB	0.64
FDN_top_05126_WU	train	WU	WU	0.68
FDN_top_05127_WB	train	WB	WB	0.62
FDN_top_05128_WBpR	train	WB+R	WB	0.6
FDN_top_05129_UpR	train	U+R	U	0.66
FDN_top_05130_BGpU	train	BG+U	BG	0.6
FDN_top_05131_UG	train	UG	UG	0.64
FDN_top_05132_WB	train	WB	WB	0.6
FDN_top_05133_UB	train	UB	UB	0.64
FDN_top_05134_WUG	train	WUG	WUG	0.6
FDN_top_05135_WUG	train	WUG	WUG	0.6
FDN_top_05136_UG	train	UG	UG	0.66
FDN_top_05137_BR	train	BR	BR	0.6
FDN_top_05138_WpR	train	W+R	W	0.62
FDN_top_05139_GpR	train	G+R	G	0.64
FDN_top_05140_UB	eval	UB	UB	0.62
FDN_top_05141_RG	train	RG	RG	0.6
FDN_top_05142_WG	train	WG	WG	0.6
FDN_top_05143_UBpW	train	UB+W	UB	0.66
FDN_top_05144_WRpB	train	WR+B	WR	0.6
FDN_top_05145_WR	train	WR	WR	0.6
FDN_top_05146_WRpB	train	WR+B	WR	0.6
FDN_top_05147_WR	train	WR	WR	0.6
FDN_top_05148_UB	train	UB	UB	0.64
FDN_top_05149_UB	train	UB	UB	0.64
FDN_top_05150_BR	train	BR	BR	0.6
FDN_top_05151_WR	train	WR	WR	0.6
FDN_top_05152_WR	train	WR	WR	0.6
FDN_top_05153_WR	train	WR	WR	0.6
FDN_top_05154_UBpG	train	UB+G	UB	0.62
FDN_top_05155_WB	train	WB	WB	0.62
FDN_top_05156_RG	train	RG	RG	0.7000000000000001
FDN_top_05157_WB	train	WB	WB	0.62
FDN_top_05158_BpUR	eval	B+UR	B	0.6
FDN_top_05159_WB	train	WB	WB	0.72
FDN_top_05160_WBpR	train	WB+R	WB	0.62
FDN_top_05161_WB	train	WB	WB	0.6
FDN_top_05162_WB	train	WB	WB	0.6
FDN_top_05163_UGpB	train	UG+B	UG	0.64
FDN_top_05164_W	train	W	W	0.6
FDN_top_05165_W	train	W	W	0.6
FDN_top_05166_GpU	train	G+U	G	0.68
FDN_top_05167_GpUB	train	G+UB	G	0.68
FDN_top_05168_GpU	train	G+U	G	0.68
FDN_top_05169_UR	train	UR	UR	0.6
FDN_top_05170_WBR	train	WBR	WBR	0.6
FDN_top_05171_WBpR	train	WB+R	WB	0.6
FDN_top_05172_WRpG	train	WR+G	WR	0.6
FDN_top_05173_WU	train	WU	WU	0.6
FDN_top_05174_GpBR	eval	G+BR	G	0.62
FDN_top_05175_WR	train	WR	WR	0.6
FDN_top_05176_RG	train	RG	RG	0.64
FDN_top_05177_RG	train	RG	RG	0.64
FDN_top_05178_UR	eval	UR	UR	0.6
FDN_top_05179_RGpW	train	RG+W	RG	0.6
FDN_top_05180_RGpW	train	RG+W	RG	0.6
FDN_top_05181_UBpG	train	UB+G	UB	0.62
FDN_top_05182_WR	train	WR	WR	0.62
FDN_top_05183_WGpR	train	WG+R	WG	0.68
FDN_top_05184_WGpR	train	WG+R	WG	0.68
FDN_top_05185_UGpWBR	train	UG+WBR	UG	0.6
FDN_top_05186_RG	train	RG	RG	0.6
FDN_top_05187_BG	eval	BG	BG	0.6
FDN_top_05188_BR	train	BR	BR	0.64
FDN_top_05189_UR	train	UR	UR	0.6
FDN_top_05190_BR	train	BR	BR	0.7000000000000001
FDN_top_05191_BR	train	BR	BR	0.7000000000000001
FDN_top_05192_WB	train	WB	WB	0.6
FDN_top_05193_RG	train	RG	RG	0.6
FDN_top_05194_RG	train	RG	RG	0.6
FDN_top_05195_WU	train	WU	WU	0.6
FDN_top_05196_RG	train	RG	RG	0.6
FDN_top_05197_WU	train	WU	WU	0.7000000000000001
FDN_top_05198_UR	train	UR	UR	0.62
FDN_top_05199_BR	train	BR	BR	0.76
FDN_top_05200_WBpU	train	WB+U	WB	0.62
FDN_top_05201_WR	train	WR	WR	0.6
FDN_top_05202_BR	train	BR	BR	0.6
FDN_top_05203_BR	train	BR	BR	0.6
FDN_top_05204_UB	train	UB	UB	0.6
FDN_top_05205_WpUG	train	W+UG	W	0.6
FDN_top_05206_WpG	train	W+G	W	0.6
FDN_top_05207_WU	train	WU	WU	0.6
FDN_top_05208_WB	train	WB	WB	0.6
FDN_top_05209_WB	train	WB	WB	0.6
FDN_top_05210_UBpG	train	UB+G	UB	0.62
FDN_top_05211_UBpG	train	UB+G	UB	0.62
FDN_top_05212_UBpG	train	UB+G	UB	0.62
FDN_top_05213_WBpR	train	WB+R	WB	0.6
FDN_top_05214_WB	train	WB	WB	0.6
FDN_top_05215_UG	eval	UG	UG	0.7000000000000001
FDN_top_05216_UG	eval	UG	UG	0.7000000000000001
FDN_top_05217_UG	eval	UG	UG	0.7000000000000001
FDN_top_05218_RG	train	RG	RG	0.62
FDN_top_05219_UB	train	UB	UB	0.66
FDN_top_05220_WB	train	WB	WB	0.66
FDN_top_05221_BR	train	BR	BR	0.68
FDN_top_05222_BR	train	BR	BR	0.68
FDN_top_05223_WB	train	WB	WB	0.64
FDN_top_05224_WB	train	WB	WB	0.64
FDN_top_05225_WB	train	WB	WB	0.64
FDN_top_05226_WBpR	train	WB+R	WB	0.64
FDN_top_05227_UBpW	train	UB+W	UB	0.62
FDN_top_05228_UBpW	train	UB+W	UB	0.62
FDN_top_05229_BpR	train	B+R	B	0.68
FDN_top_05230_BG	train	BG	BG	0.6
FDN_top_05231_RG	train	RG	RG	0.6
FDN_top_05232_WR	train	WR	WR	0.62
FDN_top_05233_WB	train	WB	WB	0.62
FDN_top_05234_WB	train	WB	WB	0.68
FDN_top_05235_BR	train	BR	BR	0.72
FDN_top_05236_UG	train	UG	UG	0.62
FDN_top_05237_WB	train	WB	WB	0.66
FDN_top_05238_BR	train	BR	BR	0.64
FDN_top_05239_WU	train	WU	WU	0.68
FDN_top_05240_UB	train	UB	UB	0.6
FDN_top_05241_BR	train	BR	BR	0.62
FDN_top_05242_WG	train	WG	WG	0.64
FDN_top_05243_UR	train	UR	UR	0.62
FDN_top_05244_BR	eval	BR	BR	0.66
FDN_top_05245_BGpU	train	BG+U	BG	0.6
FDN_top_05246_BGpU	train	BG+U	BG	0.6
FDN_top_05247_WG	train	WG	WG	0.64
FDN_top_05248_WB	train	WB	WB	0.76
FDN_top_05249_WU	train	WU	WU	0.6
FDN_top_05250_WR	train	WR	WR	0.7000000000000001
FDN_top_05251_WpBR	train	W+BR	W	0.66
FDN_top_05252_WU	train	WU	WU	0.6
FDN_top_05253_WBpU	train	WB+U	WB	0.62
FDN_top_05254_BR	train	BR	BR	0.6
FDN_top_05255_BR	train	BR	BR	0.62
FDN_top_05256_UR	train	UR	UR	0.62
FDN_top_05257_WU	eval	WU	WU	0.6
FDN_top_05258_WU	eval	WU	WU	0.6
FDN_top_05259_UR	train	UR	UR	0.6
FDN_top_05260_UB	train	UB	UB	0.68
FDN_top_05261_WU	train	WU	WU	0.6
FDN_top_05262_UB	train	UB	UB	0.62
FDN_top_05263_WB	train	WB	WB	0.64
FDN_top_05264_WB	train	WB	WB	0.76
FDN_top_05265_UB	train	UB	UB	0.64
FDN_top_05266_WB	train	WB	WB	0.6
FDN_top_05267_UG	train	UG	UG	0.64
FDN_top_05268_BG	train	BG	BG	0.62
FDN_top_05269_BR	train	BR	BR	0.6
FDN_top_05270_UB	train	UB	UB	0.62
FDN_top_05271_BR	train	BR	BR	0.64
FDN_top_05272_WR	train	WR	WR	0.68
FDN_top_05273_WR	train	WR	WR	0.62
FDN_top_05274_WR	train	WR	WR	0.62
FDN_top_05275_WR	train	WR	WR	0.6
FDN_top_05276_WR	train	WR	WR	0.6
FDN_top_05277_WG	train	WG	WG	0.6
FDN_top_05278_WB	train	WB	WB	0.6
FDN_top_05279_UBpW	train	UB+W	UB	0.62
FDN_top_05280_UBR	train	UBR	UBR	0.66
FDN_top_05281_WU	train	WU	WU	0.62
FDN_top_05282_WU	train	WU	WU	0.62
FDN_top_05283_UB	train	UB	UB	0.64
FDN_top_05284_WR	train	WR	WR	0.62
FDN_top_05285_WR	train	WR	WR	0.62
FDN_top_05286_BR	train	BR	BR	0.6
FDN_top_05287_BGpW	train	BG+W	BG	0.62
FDN_top_05288_UBG	train	UBG	UBG	0.6
FDN_top_05289_BG	train	BG	BG	0.64
FDN_top_05290_WpR	eval	W+R	W	0.68
FDN_top_05291_WR	train	WR	WR	0.62
FDN_top_05292_BR	train	BR	BR	0.62
FDN_top_05293_BR	train	BR	BR	0.62
FDN_top_05294_UG	train	UG	UG	0.6
FDN_top_05295_UBpR	train	UB+R	UB	0.6
FDN_top_05296_WG	train	WG	WG	0.66
FDN_top_05297_WG	train	WG	WG	0.66
FDN_top_05298_UB	train	UB	UB	0.62
FDN_top_05299_BG	train	BG	BG	0.68
FDN_top_05300_RGpW	train	RG+W	RG	0.6
FDN_top_05301_BG	train	BG	BG	0.64
FDN_top_05302_WpG	train	W+G	W	0.62
FDN_top_05303_UBpG	train	UB+G	UB	0.68
FDN_top_05304_UB	train	UB	UB	0.68
FDN_top_05305_UBpR	train	UB+R	UB	0.64
FDN_top_05306_WUB	train	WUB	WUB	0.62
FDN_top_05307_WUB	train	WUB	WUB	0.62
FDN_top_05308_BGpR	train	BG+R	BG	0.62
FDN_top_05309_UB	train	UB	UB	0.6
FDN_top_05310_UR	train	UR	UR	0.6
FDN_top_05311_UB	train	UB	UB	0.64
FDN_top_05312_WR	train	WR	WR	0.68
FDN_top_05313_BGpU	train	BG+U	BG	0.68
FDN_top_05314_WU	train	WU	WU	0.6
FDN_top_05315_UB	train	UB	UB	0.62
FDN_top_05316_BR	train	BR	BR	0.64
FDN_top_05317_UG	train	UG	UG	0.66
FDN_top_05318_BG	eval	BG	BG	0.62
FDN_top_05319_WpG	eval	W+G	W	0.62
FDN_top_05320_UB	eval	UB	UB	0.62
FDN_top_05321_BRpU	train	BR+U	BR	0.64
FDN_top_05322_BRpU	train	BR+U	BR	0.64
FDN_top_05323_WR	train	WR	WR	0.6
FDN_top_05324_UBpR	train	UB+R	UB	0.7000000000000001
FDN_top_05325_UB	train	UB	UB	0.6
FDN_top_05326_UB	train	UB	UB	0.6
FDN_top_05327_WB	train	WB	WB	0.64
FDN_top_05328_WB	train	WB	WB	0.64
FDN_top_05329_W	train	W	W	0.6
FDN_top_05330_W	train	W	W	0.6
FDN_top_05331_GpWBR	train	G+WBR	G	0.6
FDN_top_05332_GpWBR	train	G+WBR	G	0.6
FDN_top_05333_BR	train	BR	BR	0.62
FDN_top_05334_BGpR	eval	BG+R	BG	0.6
FDN_top_05335_WG	train	WG	WG	0.6
FDN_top_05336_WG	train	WG	WG	0.62
FDN_top_05337_WB	train	WB	WB	0.6
FDN_top_05338_BR	train	BR	BR	0.62
FDN_top_05339_WB	train	WB	WB	0.66
FDN_top_05340_UR	train	UR	UR	0.64
FDN_top_05341_UB	train	UB	UB	0.68
FDN_top_05342_WB	train	WB	WB	0.64
FDN_top_05343_WB	train	WB	WB	0.6
FDN_top_05344_BR	train	BR	BR	0.68
FDN_top_05345_BR	train	BR	BR	0.68
FDN_top_05346_UB	eval	UB	UB	0.6
FDN_top_05347_WB	eval	WB	WB	0.68
FDN_top_05348_WB	eval	WB	WB	0.68
FDN_top_05349_UBpWR	train	UB+WR	UB	0.62
FDN_top_05350_BR	train	BR	BR	0.62
FDN_top_05351_UB	train	UB	UB	0.64
FDN_top_05352_UB	train	UB	UB	0.6
FDN_top_05353_UB	train	UB	UB	0.68
FDN_top_05354_UG	train	UG	UG	0.6
FDN_top_05355_WU	train	WU	WU	0.62
FDN_top_05356_WU	train	WU	WU	0.62
FDN_top_05357_UR	train	UR	UR	0.6
FDN_top_05358_BpU	train	B+U	B	0.64
FDN_top_05359_BpUR	train	B+UR	B	0.64
FDN_top_05360_WB	train	WB	WB	0.7000000000000001
FDN_top_05361_UB	train	UB	UB	0.64
FDN_top_05362_WU	train	WU	WU	0.62
FDN_top_05363_WU	train	WU	WU	0.62
FDN_top_05364_WGpR	train	WG+R	WG	0.6
FDN_top_05365_UBpG	train	UB+G	UB	0.74
FDN_top_05366_UBpG	train	UB+G	UB	0.74
FDN_top_05367_WB	eval	WB	WB	0.62
FDN_top_05368_WB	eval	WB	WB	0.62
FDN_top_05369_WB	eval	WB	WB	0.62
FDN_top_05370_WG	train	WG	WG	0.64
FDN_top_05371_WRG	train	WRG	WRG	0.6
FDN_top_05372_WR	train	WR	WR	0.62
FDN_top_05373_UR	train	UR	UR	0.6
FDN_top_05374_UR	train	UR	UR	0.6
FDN_top_05375_UR	train	UR	UR	0.6
FDN_top_05376_UR	train	UR	UR	0.64
FDN_top_05377_UR	train	UR	UR	0.64
FDN_top_05378_UB	train	UB	UB	0.62
FDN_top_05379_WR	train	WR	WR	0.6
FDN_top_05380_WU	eval	WU	WU	0.6
FDN_top_05381_UB	train	UB	UB	0.6
FDN_top_05382_RG	train	RG	RG	0.6
FDN_top_05383_WR	train	WR	WR	0.6
FDN_top_05384_URpG	eval	UR+G	UR	0.74
FDN_top_05385_URpG	eval	UR+G	UR	0.74
FDN_top_05386_URpG	eval	UR+G	UR	0.74
FDN_top_05387_RG	train	RG	RG	0.64
FDN_top_05388_BR	train	BR	BR	0.6
FDN_top_05389_WB	train	WB	WB	0.6
FDN_top_05390_WG	train	WG	WG	0.6
FDN_top_05391_UB	train	UB	UB	0.68
FDN_top_05392_WU	train	WU	WU	0.6
FDN_top_05393_URGpW	train	URG+W	URG	0.6
FDN_top_05394_RG	train	RG	RG	0.62
FDN_top_05395_RG	train	RG	RG	0.62
FDN_top_05396_RG	train	RG	RG	0.62
FDN_top_05397_WB	train	WB	WB	0.6
FDN_top_05398_BR	train	BR	BR	0.76
FDN_top_05399_BR	train	BR	BR	0.76
FDN_top_05400_UR	eval	UR	UR	0.7000000000000001
FDN_top_05401_UR	eval	UR	UR	0.7000000000000001
FDN_top_05402_UR	eval	UR	UR	0.7000000000000001
FDN_top_05403_WU	train	WU	WU	0.68
FDN_top_05404_BRpG	train	BR+G	BR	0.66
FDN_top_05405_WR	train	WR	WR	0.64
FDN_top_05406_WpR	train	W+R	W	0.66
FDN_top_05407_UG	train	UG	UG	0.66
FDN_top_05408_RG	eval	RG	RG	0.6
FDN_top_05409_RG	eval	RG	RG	0.6
FDN_top_05410_WB	train	WB	WB	0.6
FDN_top_05411_WU	train	WU	WU	0.6
FDN_top_05412_WpUG	train	W+UG	W	0.6
FDN_top_05413_BR	train	BR	BR	0.6
FDN_top_05414_WU	train	WU	WU	0.6
FDN_top_05415_UG	eval	UG	UG	0.66
FDN_top_05416_UpW	train	U+W	U	0.6
FDN_top_05417_UG	train	UG	UG	0.62
FDN_top_05418_WR	train	WR	WR	0.6
FDN_top_05419_WR	train	WR	WR	0.6
FDN_top_05420_WUpB	train	WU+B	WU	0.62
FDN_top_05421_WBpR	train	WB+R	WB	0.62
FDN_top_05422_WU	train	WU	WU	0.62
FDN_top_05423_UR	train	UR	UR	0.62
FDN_top_05424_UR	train	UR	UR	0.62
FDN_top_05425_UR	train	UR	UR	0.62
FDN_top_05426_WUpG	train	WU+G	WU	0.6
FDN_top_05427_WUpG	train	WU+G	WU	0.6
FDN_top_05428_WB	train	WB	WB	0.64
FDN_top_05429_WB	train	WB	WB	0.64
FDN_top_05430_BR	train	BR	BR	0.6
FDN_top_05431_UR	train	UR	UR	0.62
FDN_top_05432_WR	train	WR	WR	0.68
FDN_top_05433_WR	train	WR	WR	0.62
FDN_top_05434_WR	train	WR	WR	0.62
FDN_top_05435_WR	train	WR	WR	0.62
FDN_top_05436_UB	train	UB	UB	0.62
FDN_top_05437_UBpG	train	UB+G	UB	0.62
FDN_top_05438_UGpB	train	UG+B	UG	0.62
FDN_top_05439_UBG	eval	UBG	UBG	0.6
FDN_top_05440_UR	eval	UR	UR	0.62
FDN_top_05441_UBpG	eval	UB+G	UB	0.62
FDN_top_05442_WB	train	WB	WB	0.6
FDN_top_05443_WB	train	WB	WB	0.6
FDN_top_05444_BR	train	BR	BR	0.8
FDN_top_05445_UR	train	UR	UR	0.62
FDN_top_05446_G	train	G	G	0.6
FDN_top_05447_RGpW	train	RG+W	RG	0.62
FDN_top_05448_BGpR	train	BG+R	BG	0.6
FDN_top_05449_WU	train	WU	WU	0.62
FDN_top_05450_WB	train	WB	WB	0.66
FDN_top_05451_WB	train	WB	WB	0.66
FDN_top_05452_UGpR	train	UG+R	UG	0.64
FDN_top_05453_URpB	train	UR+B	UR	0.62
FDN_top_05454_WG	eval	WG	WG	0.6
FDN_top_05455_WB	eval	WB	WB	0.62
FDN_top_05456_RG	train	RG	RG	0.64
FDN_top_05457_UB	train	UB	UB	0.64
FDN_top_05458_UB	train	UB	UB	0.64
FDN_top_05459_UB	train	UB	UB	0.64
FDN_top_05460_UB	train	UB	UB	0.64
FDN_top_05461_WU	train	WU	WU	0.68
FDN_top_05462_BR	train	BR	BR	0.62
FDN_top_05463_BR	train	BR	BR	0.68
FDN_top_05464_UGpR	train	UG+R	UG	0.6
FDN_top_05465_UG	train	UG	UG	0.64
FDN_top_05466_UG	train	UG	UG	0.68
FDN_top_05467_WU	train	WU	WU	0.62
FDN_top_05468_WRpG	train	WR+G	WR	0.64
FDN_top_05469_WUG	eval	WUG	WUG	0.7000000000000001
FDN_top_05470_RGpU	train	RG+U	RG	0.64
FDN_top_05471_UBpG	train	UB+G	UB	0.6
FDN_top_05472_BR	train	BR	BR	0.66
FDN_top_05473_WU	eval	WU	WU	0.64
FDN_top_05474_BR	train	BR	BR	0.6
FDN_top_05475_BR	train	BR	BR	0.6
FDN_top_05476_UGpW	train	UG+W	UG	0.66
FDN_top_05477_WB	eval	WB	WB	0.66
FDN_top_05478_WB	train	WB	WB	0.6
FDN_top_05479_RG	train	RG	RG	0.68
FDN_top_05480_RG	train	RG	RG	0.62
FDN_top_05481_UR	train	UR	UR	0.6
FDN_top_05482_UB	train	UB	UB	0.7000000000000001
FDN_top_05483_W	train	W	W	0.66
FDN_top_05484_WU	train	WU	WU	0.6
FDN_top_05485_UB	train	UB	UB	0.64
FDN_top_05486_BRpG	train	BR+G	BR	0.6
FDN_top_05487_UB	train	UB	UB	0.6
FDN_top_05488_WR	train	WR	WR	0.62
FDN_top_05489_UR	train	UR	UR	0.6
FDN_top_05490_UR	train	UR	UR	0.6
FDN_top_05491_UR	train	UR	UR	0.6
FDN_top_05492_WR	train	WR	WR	0.6
FDN_top_05493_BR	train	BR	BR	0.64
FDN_top_05494_UB	train	UB	UB	0.6
FDN_top_05495_UB	train	UB	UB	0.6
FDN_top_05496_WB	train	WB	WB	0.64
FDN_top_05497_WU	train	WU	WU	0.66
FDN_top_05498_UB	train	UB	UB	0.7000000000000001
FDN_top_05499_WB	train	WB	WB	0.6
FDN_top_05500_BR	train	BR	BR	0.62
FDN_top_05501_BR	train	BR	BR	0.62
FDN_top_05502_UB	train	UB	UB	0.6
FDN_top_05503_UB	train	UB	UB	0.6
FDN_top_05504_UBpW	train	UB+W	UB	0.6
FDN_top_05505_UBRpG	train	UBR+G	UBR	0.66
FDN_top_05506_UBRpG	train	UBR+G	UBR	0.66
FDN_top_05507_UGpB	train	UG+B	UG	0.64
FDN_top_05508_RG	train	RG	RG	0.62
FDN_top_05509_WU	train	WU	WU	0.68
FDN_top_05510_WU	train	WU	WU	0.68
FDN_top_05511_WBpR	train	WB+R	WB	0.64
FDN_top_05512_RG	train	RG	RG	0.6
FDN_top_05513_WU	eval	WU	WU	0.6
FDN_top_05514_BRpG	train	BR+G	BR	0.6
FDN_top_05515_UBpG	eval	UB+G	UB	0.62
FDN_top_05516_BG	train	BG	BG	0.6
FDN_top_05517_WB	train	WB	WB	0.6
FDN_top_05518_BR	train	BR	BR	0.6
FDN_top_05519_UB	train	UB	UB	0.64
FDN_top_05520_WR	train	WR	WR	0.76
FDN_top_05521_WR	train	WR	WR	0.6
FDN_top_05522_WG	train	WG	WG	0.64
FDN_top_05523_RG	train	RG	RG	0.62
FDN_top_05524_UBpG	train	UB+G	UB	0.62
FDN_top_05525_WB	train	WB	WB	0.62
FDN_top_05526_UR	train	UR	UR	0.6
FDN_top_05527_WB	train	WB	WB	0.6
FDN_top_05528_WU	train	WU	WU	0.62
FDN_top_05529_WU	train	WU	WU	0.62
FDN_top_05530_WUpR	eval	WU+R	WU	0.6
FDN_top_05531_UpB	train	U+B	U	0.66
FDN_top_05532_BG	train	BG	BG	0.6
FDN_top_05533_BG	train	BG	BG	0.6
FDN_top_05534_WRpU	train	WR+U	WR	0.62
FDN_top_05535_BR	train	BR	BR	0.6
FDN_top_05536_UBpR	train	UB+R	UB	0.6
FDN_top_05537_UBpR	train	UB+R	UB	0.6
FDN_top_05538_WB	train	WB	WB	0.6
FDN_top_05539_BGpU	train	BG+U	BG	0.6
FDN_top_05540_WB	train	WB	WB	0.62
FDN_top_05541_WB	train	WB	WB	0.62
FDN_top_05542_WU	train	WU	WU	0.62
FDN_top_05543_UG	train	UG	UG	0.66
FDN_top_05544_UG	train	UG	UG	0.66
FDN_top_05545_UB	train	UB	UB	0.64
FDN_top_05546_UB	train	UB	UB	0.64
FDN_top_05547_UB	train	UB	UB	0.62
FDN_top_05548_RGpU	train	RG+U	RG	0.6
FDN_top_05549_WUpB	train	WU+B	WU	0.6
FDN_top_05550_WGpU	eval	WG+U	WG	0.64
FDN_top_05551_WGpU	eval	WG+U	WG	0.64
FDN_top_05552_WGpU	eval	WG+U	WG	0.64
FDN_top_05553_WR	train	WR	WR	0.62
FDN_top_05554_UG	train	UG	UG	0.68
FDN_top_05555_UB	train	UB	UB	0.62
FDN_top_05556_UB	eval	UB	UB	0.6
FDN_top_05557_WG	train	WG	WG	0.74
FDN_top_05558_UR	train	UR	UR	0.6
FDN_top_05559_BR	train	BR	BR	0.68
FDN_top_05560_BR	train	BR	BR	0.6
FDN_top_05561_WU	train	WU	WU	0.6
FDN_top_05562_BR	train	BR	BR	0.6
FDN_top_05563_UB	train	UB	UB	0.66
FDN_top_05564_UB	train	UB	UB	0.66
FDN_top_05565_WB	train	WB	WB	0.6
FDN_top_05566_UB	train	UB	UB	0.62
FDN_top_05567_WB	eval	WB	WB	0.6
FDN_top_05568_WGpB	train	WG+B	WG	0.66
FDN_top_05569_BRpU	train	BR+U	BR	0.64
FDN_top_05570_WU	eval	WU	WU	0.62
FDN_top_05571_UG	train	UG	UG	0.7000000000000001
FDN_top_05572_WG	train	WG	WG	0.64
FDN_top_05573_RG	train	RG	RG	0.66
FDN_top_05574_RG	train	RG	RG	0.66
FDN_top_05575_WBR	train	WBR	WBR	0.68
FDN_top_05576_UGpB	train	UG+B	UG	0.6
FDN_top_05577_WG	train	WG	WG	0.64
FDN_top_05578_WU	train	WU	WU	0.62
FDN_top_05579_UB	train	UB	UB	0.64
FDN_top_05580_RG	train	RG	RG	0.6
FDN_top_05581_WRpUB	eval	WR+UB	WR	0.64
FDN_top_05582_UBG	train	UBG	UBG	0.68
FDN_top_05583_BG	eval	BG	BG	0.6
FDN_top_05584_BR	train	BR	BR	0.62
FDN_top_05585_WB	train	WB	WB	0.62
FDN_top_05586_BG	eval	BG	BG	0.62
FDN_top_05587_WG	train	WG	WG	0.64
FDN_top_05588_RG	train	RG	RG	0.64
FDN_top_05589_UB	eval	UB	UB	0.6
FDN_top_05590_UR	train	UR	UR	0.62
FDN_top_05591_WUpR	train	WU+R	WU	0.6
FDN_top_05592_WB	train	WB	WB	0.6
FDN_top_05593_WB	train	WB	WB	0.6
FDN_top_05594_BR	eval	BR	BR	0.64
FDN_top_05595_BR	eval	BR	BR	0.64
FDN_top_05596_BR	eval	BR	BR	0.64
FDN_top_05597_UBG	eval	UBG	UBG	0.6
FDN_top_05598_UB	train	UB	UB	0.66
FDN_top_05599_UR	train	UR	UR	0.6
FDN_top_05600_BGpU	eval	BG+U	BG	0.6
FDN_top_05601_UB	train	UB	UB	0.6
FDN_top_05602_WB	train	WB	WB	0.6
FDN_top_05603_WB	train	WB	WB	0.6
FDN_top_05604_WU	train	WU	WU	0.6
FDN_top_05605_UB	train	UB	UB	0.64
FDN_top_05606_WB	train	WB	WB	0.62
FDN_top_05607_WB	train	WB	WB	0.62
FDN_top_05608_WU	eval	WU	WU	0.6
FDN_top_05609_UG	train	UG	UG	0.66
FDN_top_05610_UR	eval	UR	UR	0.6
FDN_top_05611_UpBG	train	U+BG	U	0.72
FDN_top_05612_WB	eval	WB	WB	0.62
FDN_top_05613_RG	train	RG	RG	0.7000000000000001
FDN_top_05614_UB	train	UB	UB	0.66
FDN_top_05615_WU	train	WU	WU	0.6
FDN_top_05616_WU	train	WU	WU	0.62
FDN_top_05617_WB	train	WB	WB	0.7000000000000001
FDN_top_05618_GpR	train	G+R	G	0.64
FDN_top_05619_BR	eval	BR	BR	0.62
FDN_top_05620_UR	train	UR	UR	0.6
FDN_top_05621_UB	train	UB	UB	0.68
FDN_top_05622_UB	train	UB	UB	0.68
FDN_top_05623_WB	train	WB	WB	0.64
FDN_top_05624_WB	train	WB	WB	0.64
FDN_top_05625_WpR	train	W+R	W	0.76
FDN_top_05626_WpR	train	W+R	W	0.76
FDN_top_05627_WB	train	WB	WB	0.6
FDN_top_05628_WB	train	WB	WB	0.7000000000000001
FDN_top_05629_WB	train	WB	WB	0.7000000000000001
FDN_top_05630_UR	eval	UR	UR	0.6
FDN_top_05631_UB	train	UB	UB	0.6
FDN_top_05632_WG	train	WG	WG	0.76
FDN_top_05633_WB	train	WB	WB	0.64
